Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
Novotel Riyadh Al Anoud,+966 11 288 2323,Hotel,Hotel,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6532&merchantid=seo-maps-SA-6532&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,4.2,6096.0,,['https://lh5.googleusercontent.com/p/AF1QipN1X-qg3RNBsoaHODNwNYZmPyCJxWMyQZt_ltQV=w426-h240-k-no'],ChIJQaYxlM0CLz4RWbguzKvtHXo,46.6755136,24.7068776,Al Olaya,Riyadh,4167.0,https://lh3.googleusercontent.com/-ad9vp3eOYfM/AAAAAAAAAAI/AAAAAAAAAAA/N9Gwrgf9JTI/s44-p-k-no-ns-nd/photo.jpg,"Sophisticated rooms & suites in a contemporary high-rise with upmarket dining, a gym & a pool.",,,,Claimed business,,"SA|12214|Riyadh|9033 King Fahd Rd, Tower 1|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJQaYxlM0CLz4RWbguzKvtHXo,[],
Dayeetna,+966 11 488 5252,Breakfast restaurant,Breakfast restaurant|Lebanese restaurant|Restaurant,https://instagram.com/dayatna_sa?igshid=YmMyMTA2M2Y=,3.7,6096.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipOXKoBuTBc_OiiuPxFMaW0pSLP2JpBKzUW7jGiK=w408-h261-k-no'],ChIJG1RLgj0DLz4RHYtq9pDSLmE,46.6891981,24.6991321,Al Olaya,Riyadh,5192.0,https://lh5.googleusercontent.com/-7XzCvRXaJ_A/AAAAAAAAAAI/AAAAAAAAAAA/LWny-aMH9eE/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|al tahlia, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJG1RLgj0DLz4RHYtq9pDSLmE,[],
Rosh Rayhaan by Rotana,+966 11 447 9888,Hotel,Hotel,https://www.rotana.com/rayhaanhotelandresorts/kingdomofsaudiarabia/riyadh/roshrayhaanbyrotana?utm_source=google&utm_medium=local&utm_campaign=local-rosh-rayhaan,4.4,6029.0,,['https://lh5.googleusercontent.com/p/AF1QipNTVJpHe_FJcHmD2HrmEZnFYFe1QvfUmjr0L-m4=w408-h298-k-no'],ChIJ4Zb7IiUDLz4RpDTLHlEbhWE,46.6819706,24.7004029,Al Olaya,Riyadh,4135.0,https://lh3.googleusercontent.com/-zCN3oDi1alI/AAAAAAAAAAI/AAAAAAAAAAA/9vTl10KmQdo/s44-p-k-no-ns-nd/photo.jpg,"Modern rooms & suites in a contemporary hotel offering multiple eateries, a gym & an outdoor pool.",,,,Claimed business,,SA|11564|Riyadh|Olaya St|Al Olaya,,,SAR 1053.75,open,,https://www.google.com/maps/place/?q=place_id:ChIJ4Zb7IiUDLz4RpDTLHlEbhWE,[],
Outback Steakhouse‏,+966 55 501 4648,Steak house,Steak house,http://outback.wrc.sa/,4.4,5643.0,1: 11 AM–12:30 AM|2: 11 AM–12:30 AM|3: 11 AM–12:30 AM|4: 11 AM–12:30 AM|5: 11 AM–1 AM|6: 1 PM–1 AM|7: 11 AM–12:30 AM,['https://lh5.googleusercontent.com/p/AF1QipNk6P4XFtJYqLaxpgxYQjdVRc1y84nBRkAJpDMI=w408-h306-k-no'],ChIJAy72YxYDLz4RtilWWkr3Pmo,46.6917386,24.699014,Al Olaya,Riyadh,3221.0,https://lh4.googleusercontent.com/-TPzkSHT9YpE/AAAAAAAAAAI/AAAAAAAAAAA/HnXFtqxc7kQ/s44-p-k-no-ns-nd/photo.jpg,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.",,12222.0,,Claimed business,Dine-in|Curbside pickup|No-contact delivery,SA|12222|Riyadh|2803 Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJAy72YxYDLz4RtilWWkr3Pmo,[],
ALREEF ALLEBNANY,+966 11 416 2006,Lebanese restaurant,Lebanese restaurant,https://instagram.com/alreefallebnany?igshid=15b97vsx809kj,3.9,5466.0,1: 5 AM–3 AM|2: 5 AM–3 AM|3: 5 AM–3 AM|4: 5 AM–3 AM|5: 5 AM–3 AM|6: 5 AM–3 AM|7: 5 AM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipPVNwUokcO4jlKAWOwQZARV7yQys8MZffcJP_AI=w408-h544-k-no'],ChIJ9YyMNRYDLz4R3w2dQSZs_qQ,46.6909436,24.6998732,Al Olaya,Riyadh,3075.0,https://lh3.googleusercontent.com/-bKplBVdYzNA/AAAAAAAAAAI/AAAAAAAAAAA/3Awp0J7LUdE/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,$$$,Claimed business,Dine-in|Drive-through|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ9YyMNRYDLz4R3w2dQSZs_qQ,[],
Entrecôte Café de Paris,+966 9200 18998,Swiss restaurant,Swiss restaurant,,4.3,5465.0,1: 1 PM–12:30 AM|2: 1 PM–12:30 AM|3: 1 PM–12:30 AM|4: 1 PM–12:30 AM|5: 1 PM–1:15 AM|6: 2 PM–1:15 AM|7: 2 PM–12:30 AM,['https://lh5.googleusercontent.com/p/AF1QipN6yuRlLxVw9wCd1JMNPK_K0bd0bLEPZLw4Y0SA=w408-h270-k-no'],ChIJufFarUADLz4RsbJigAb3B94,46.6848371,24.6900396,Al Olaya,Riyadh,4096.0,https://lh6.googleusercontent.com/-OcgVSF7ySr8/AAAAAAAAAAI/AAAAAAAAAAA/VvnoWspAUEk/s44-p-k-no-ns-nd/photo.jpg,"Legendary Swiss restaurant offshoot with a classic French menu, an elegant vibe & city views.",,,$$$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|King Fahd Branch Rd, Al Faisaliah Tower|Al Olaya",https://entrecote.sa/en/reservation/entrecote-faisaliah-tower/google,entrecote.sa,,open,,https://www.google.com/maps/place/?q=place_id:ChIJufFarUADLz4RsbJigAb3B94,[],
"ماندارين اورينتال الفيصلية، الرياض Mandarin Oriental Al Faisaliah, Riyadh",+966 11 273 2000,Hotel,Hotel,https://www.mandarinoriental.com/en/riyadh/olaya?src=loc.yext.moryd.ggl,4.5,5337.0,,['https://lh5.googleusercontent.com/p/AF1QipO-REkDLn_D3yQzrCu3N055lYod8Rnky1OFfgRB=w408-h276-k-no'],ChIJmZNIDYkDLz4R2uGrxo7CUFE,46.6841129,24.6903668,Al Olaya,Riyadh,8255.0,https://lh6.googleusercontent.com/-XpBGuHyK6dI/AAAAAAAAAAI/AAAAAAAAAAA/vlCG5yR4Qck/s44-p-k-no-ns-nd/photo.jpg,"Refined rooms & suites in a posh property with 2 spas & 3 restaurants, plus a free airport shuttle.",,12212.0,,Claimed business,,SA|Riyadh|King Fahd Rd|Al Olaya,,,SAR 2321.25,open,,https://www.google.com/maps/place/?q=place_id:ChIJmZNIDYkDLz4R2uGrxo7CUFE,[],
King Fahad Library Park,,Garden,Garden,,4.3,5311.0,,[],ChIJ6dHgAVMDLz4RiCjGix2x7v8,46.6879202,24.6863562,Al Olaya,Riyadh,3913.0,,,,,,Claim this business,,SA|12211|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ6dHgAVMDLz4RiCjGix2x7v8,[],
Topkapi,+966 55 989 8588,Turkish restaurant,Turkish restaurant,https://www.instagram.com/topkapi_sa/?hl=en,3.9,5306.0,1: 12 PM–1 AM|2: 12 PM–1 AM|3: 12 PM–1 AM|4: 12 PM–1 AM|5: 12 PM–2 AM|6: 12 PM–2 AM|7: 12 PM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipN6DwTTuxFjMcnKT3RSDFgYQBmK_AJXJfGhDk-D=w408-h272-k-no'],ChIJGxvdpDADLz4RieVWUB2GbM4,46.6795711,24.6943325,Al Olaya,Riyadh,4655.0,https://lh4.googleusercontent.com/-uiV4ofAe6W4/AAAAAAAAAAI/AAAAAAAAAAA/NsC58DL7d2A/s44-p-k-no-ns-nd/photo.jpg,"Turkish staples including grilled meats, hummus & baba ganoush are served at this chic restaurant.",,,$$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|التحليه مع الملك فهد, طريق الامير محمد بن عبدالعزيز|Al Olaya",https://mytable.sa/widget/reservation/?rid=912&lang=en|https://wddk.sa/r/Topkapi---Tahlia-st@203?adults=1&date=2023-5-11,mytable.sa|wddk.sa,,open,,https://www.google.com/maps/place/?q=place_id:ChIJGxvdpDADLz4RieVWUB2GbM4,[],
Lusin Restaurant - Centria Mall,+966 9200 02690,Armenian restaurant,Armenian restaurant|Mediterranean restaurant|Middle Eastern restaurant|Restaurant,https://lusinrestaurant.com/saudi/?utm_source=GMB&utm_medium=organic&utm_campaign=centria_mall,4.1,5082.0,1: 12 PM–1 AM|2: 12 PM–1 AM|3: 12 PM–1 AM|4: 12 PM–1 AM|5: 12 PM–1 AM|6: 12 PM–1 AM|7: 12 PM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipOB7RnzUQvvs96kQB2fFjEI-FCmfqJDQYZsFEZZ=w426-h240-k-no'],ChIJc0InEzsDLz4RBz-hzJBdYgs,46.6834524,24.6978193,Al Olaya,Riyadh,2966.0,https://lh3.googleusercontent.com/-9Vjet3lGIWI/AAAAAAAAAAI/AAAAAAAAAAA/D6RMDOQzFC0/s44-p-k-no-ns-nd/photo.jpg,,,,$$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz، Centria Mall Olaya Street intersection with|Al Olaya,https://widget.servmeco.com/?oid=473,servmeco.com,,open,,https://www.google.com/maps/place/?q=place_id:ChIJc0InEzsDLz4RBz-hzJBdYgs,[],
Farouj Al Carawan,+966 11 465 8856,Turkish restaurant,Turkish restaurant|Fast food restaurant,,4.0,5059.0,1: 12:30 PM–2 AM|2: 12:30 PM–2 AM|3: 12:30 PM–2 AM|4: 12:30 PM–2 AM|5: 12:30 PM–3 AM|6: 1:30 PM–3 AM|7: 1:30 PM–2 AM,['https://lh5.googleusercontent.com/p/AF1QipNcOKwX3moPkLVi2qILvsxHU6AD1SNGALa3InFt=w408-h306-k-no'],ChIJL9bKxDADLz4RcVia1Xr6hZU,46.6785049,24.6938879,Al Olaya,Riyadh,1916.0,https://lh4.googleusercontent.com/-IkTbGfQen48/AAAAAAAAAAI/AAAAAAAAAAA/HQMpuhlZLqw/s44-p-k-no-ns-nd/photo.jpg,,,12313.0,$$,Claimed business,Dine-in|Kerbside pickup|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,https://hungerstation.com/ar/riyadh/al-ulaya/48009/farouj-al-carawan?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJL9bKxDADLz4RcVia1Xr6hZU,[],
Nevermind Burgers & Shakes,,American restaurant,American restaurant,https://instagram.com/nevermindriyadh?igshid=YmMyMTA2M2Y=,4.3,5015.0,1: 11 AM–2 AM|2: 11 AM–2 AM|3: 11 AM–2 AM|4: 11 AM–2 AM|5: 11 AM–2 AM|6: 11 AM–2 AM|7: 11 AM–2 AM,['https://lh5.googleusercontent.com/p/AF1QipMtl6_uY55JWswJZA7nSIOmeMbK7GoJ9gKq9Dw7=w408-h544-k-no'],ChIJgwabmyQDLz4R4WpPyUQiH4o,46.684614,24.7048977,Al Olaya,Riyadh,2458.0,https://lh3.googleusercontent.com/-E_GGL-tIQkw/AAAAAAAAAAI/AAAAAAAAAAA/LL7P0XU40PY/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|12241|Riyadh|PM3M+J4H|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJgwabmyQDLz4R4WpPyUQiH4o,[],
Zaatar W Zeit - Tahlia,+966 11 810 8377,Breakfast restaurant,Breakfast restaurant|Lebanese restaurant|Fast food restaurant|Meat dish restaurant|Restaurant|Sandwich shop,http://www.zaatarwzeit.net/KSA/home,4.1,5008.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipPwi5S3Q1jRgcncVMfpImBR7M_P6J91xX8p5p9c=w408-h544-k-no'],ChIJhW9dLhADLz4Rd2L76_cAbhE,46.6902823,24.6988341,Al Olaya,Riyadh,1886.0,https://lh4.googleusercontent.com/-Fw_xID9VwLU/AAAAAAAAAAI/AAAAAAAAAAA/1B326kBAk0U/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|11564|Riyadh|2577 Prince Muhammad Ibn Abd Al Aziz, Al Olaya Riyadh 12222|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJhW9dLhADLz4Rd2L76_cAbhE,[],
PORTERHOUSE,+966 11 217 0088,Steak house,Steak house|American restaurant|Barbecue restaurant|Fine dining restaurant|Meat dish restaurant|Restaurant,https://porterhouse-sa.com/,4.2,4969.0,1: 12:30 PM–12:30 AM|2: 12:30 PM–12:30 AM|3: 12:30 PM–12:30 AM|4: 12:30 PM–12:30 AM|5: 12:30 PM–1 AM|6: 12:30 PM–1 AM|7: 12:30 PM–12:30 AM,['https://lh5.googleusercontent.com/p/AF1QipMohiuI3N8XQUvmsmaLX1nrQ-iy1SMTwzqUk58=w408-h544-k-no'],ChIJOZCkxzADLz4RMOvd2UqJP98,46.6788305,24.694002,Al Olaya,Riyadh,5009.0,https://lh3.googleusercontent.com/-XL2AIvLsMUU/AAAAAAAAAAI/AAAAAAAAAAA/MkKP3e4v23M/s44-p-k-no-ns-nd/photo.jpg,This Saudi steakhouse features a New York warehouse–style & a menu with imported Australian beef.,,12313.0,$$$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJOZCkxzADLz4RMOvd2UqJP98,[],
Dr. Sulaiman Al Habib Olaya Medical Complex - مجمع الدكتور سليمان الحبيب العليا,+966 11 525 9999,Hospital,Hospital|Doctor|Pharmacy,http://hmg.com/,4.1,4965.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipMIGhq7HrjARRoZH4IK5u2ux35n-GQeID3wbcU0=w408-h272-k-no'],ChIJeRzBmikDLz4RKt1qb57oIFE,46.6770219,24.7040964,Al Olaya,Riyadh,758.0,https://lh5.googleusercontent.com/-nidd0BbQg1c/AAAAAAAAAAI/AAAAAAAAAAA/Ni6rAoCH85Q/s44-p-k-no-ns-nd/photo.jpg,"The Dr. Sulaiman Al Habib Medical Complex is a healthcare facility in Riyadh, Saudi Arabia. Equipped with advanced medical technology, the complex provides comprehensive, high-quality care across multiple specialties. Dr. Sulaiman Al Habib Medical Complex is renowned for its excellence in Saudi healthcare.
","مجمع الدكتور سليمان الحبيب الطبي هو مرفق رعاية صحية حديث التقنية في الرياض، المملكة العربية السعودية. مجهز بتقنية طبية متقدمة، يوفر المجمع رعاية شاملة وعالية الجودة عبر العديد من التخصصات.  يشتهر مجمع الدكتور سليمان الحبيب الطبي بتميزه في الرعاية الصحية السعودية.
",12214.0,,Claimed business,,SA|Riyadh|King Fahd Rd|Al Olaya,,,,open,"[
  'https://drive.google.com/open?id=1Hb43qwgKl-cI0_sWfRZixRGVrAC1A5Ul',
  'https://drive.google.com/open?id=1F-04QDUmTmc0wLH1_GsCnnSfwDrIVm3x',
  'https://drive.google.com/open?id=14HJeMkGFf1MSBvdbORlt7rzGZEvLSYQR',
  'https://drive.google.com/open?id=1Y17UUy8_xB4pYzrz7nTsLWYoft82RyaH',
  'https://drive.google.com/open?id=1vQRCWqkzJAJbHYOOOvUGWoYJesQVZdGM',
  'https://drive.google.com/open?id=1KbC0XDHGq--BMMp4Vs0jJZH0PCosPdzU',
  'https://drive.google.com/open?id=12Pw2gAPkzaVIr7RAX29bG5HQrroiySVx',
  'https://drive.google.com/open?id=1_NjWWW9Xn6MZog8lMPbpyoNJ9EEgqSQf'
]",https://www.google.com/maps/place/?q=place_id:ChIJeRzBmikDLz4RKt1qb57oIFE,[],
EKLEEL,+966 53 109 9666,Lebanese restaurant,Lebanese restaurant|Restaurant,https://ekleelrestaurant.redro.menu/ar/restaurant/riyadh.html?fbclid=PAAaZpu4bpoY1MMECPd5M_2AcD_RyGs2kxFmA4NowSy5D6iJCJp1g-GB4X350_aem_ASwdrAUPod-m2cgEZPk1ks_ArdjXDzsVps1fqxPU9yme87kgWa44Ve9EUxmZi7V_PlA,4.0,4794.0,1: 12 PM–12 AM|2: 12 PM–12 AM|3: 12 PM–12 AM|4: 12 PM–12 AM|5: 12 PM–1 AM|6: 12 PM–1 AM|7: 12 PM–12 AM,['https://lh5.googleusercontent.com/p/AF1QipMDoSU1U8YlGOj-VABAnc9pOsEAaYbtGap79EOy=w408-h408-k-no'],ChIJJ39LbtMCLz4Ru8EWClgXfU0,46.672106,24.7107258,Al Olaya,Riyadh,3932.0,https://lh6.googleusercontent.com/-fy1-pR3n9C8/AAAAAAAAAAI/AAAAAAAAAAA/MJhWpjEC1RU/s44-p-k-no-ns-nd/photo.jpg,,,,$$$$,Claimed business,Dine-in|Curbside pickup|No-contact delivery,"SA|12333|Riyadh|PM6C+6WM, King Fahd Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJJ39LbtMCLz4Ru8EWClgXfU0,[],
Barbar Tahlia,+966 11 263 3611,Lebanese restaurant,Lebanese restaurant,https://www.eatbarbar.com/,4.0,4589.0,1: 10 AM–3 AM|2: 10 AM–3 AM|3: 10 AM–3 AM|4: 10 AM–3 AM|5: 10 AM–4 AM|6: 10 AM–4 AM|7: 10 AM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipPaE-zFaIBrSPe03lS4COKEi__NB_ckpaZEbWw9=w408-h272-k-no'],ChIJT-VVqusDLz4R3zSDw7dPw84,46.6896875,24.6994375,Al Olaya,Riyadh,1681.0,https://lh6.googleusercontent.com/-7XTdSzALUkA/AAAAAAAAAAI/AAAAAAAAAAA/5SfG5Qxm9yM/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|12241|Riyadh|MMXQ+QV4، Tahila Street|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJT-VVqusDLz4R3zSDw7dPw84,[],
Farroj Alshifa B.B.Q - Takhassusi Branch,+966 11 463 0808,Turkish restaurant,Turkish restaurant|Restaurant,,4.1,4458.0,1: 12 PM–3 AM|2: 12 PM–3 AM|3: 12 PM–3 AM|4: 12 PM–3 AM|5: 12 PM–4 AM|6: 1 PM–4 AM|7: 1 PM–3 AM,[],ChIJdYdINUkDLz4Ri3WhS7RtbLA,46.6766036,24.6830284,Al Olaya,Riyadh,505.0,,,,,$,Claim this business,Dine-in|Takeout|No-contact delivery,"SA|12311|Riyadh|MMMG+6J9, Al Takhassousi|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJdYdINUkDLz4Ri3WhS7RtbLA,[],
Braira Al Olaya Hotel,+966 9200 00555,Hotel,Hotel,http://www.brairahotels.com/,4.2,4435.0,,['https://lh5.googleusercontent.com/p/AF1QipNRhfeJRJmldAqeTW70hRJUbPK-GUyTPHXskFFh=w408-h385-k-no'],ChIJZ2tPYEIDLz4RcR-XhfcS7C4,46.6887939,24.6853025,Al Olaya,Riyadh,3954.0,https://lh3.googleusercontent.com/-yj9vQQDFS_s/AAAAAAAAAAI/AAAAAAAAAAA/WFkf414EinU/s44-p-k-no-ns-nd/photo.jpg,"Chic rooms & suites in a polished hotel featuring an outdoor pool, a restaurant & a coffee shop.",,12211.0,,Claimed business,,SA|Riyadh|Olaya St|Al Olaya,,,SAR 982.50,open,,https://www.google.com/maps/place/?q=place_id:ChIJZ2tPYEIDLz4RcR-XhfcS7C4,[],
Holiday Inn Meydan,+966 11 434 7474,Hotel,Hotel|Restaurant,https://www.ihg.com/holidayinn/hotels/gb/en/riyadh/ruhhi/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-SA-_-RUHHI,4.1,4390.0,,['https://lh5.googleusercontent.com/p/AF1QipM2sxV6EA2ciqqudjN4fHHhcIQ3xr3uoGx4n5dy=w408-h725-k-no'],ChIJz2p1z2ADLz4R9h3qeusc0k0,46.6915016,24.6782811,Al Olaya,Riyadh,3619.0,https://lh6.googleusercontent.com/-f2e3tfQu-7c/AAAAAAAAAAI/AAAAAAAAAAA/iWMrgZb7kF0/s44-p-k-no-ns-nd/photo.jpg,"Subdued rooms & suites in an upmarket hotel offering an atrium restaurant, plus a spa area & a gym.",,,,Claimed business,,"SA|11415|Riyadh|at the Crossing With, King Fahd Rd, Khurais Rd|Al Olaya",,,SAR 1548.06,open,,https://www.google.com/maps/place/?q=place_id:ChIJz2p1z2ADLz4R9h3qeusc0k0,[],
"Holiday Inn Riyadh - Olaya, an IHG Hotel",+966 11 461 2000,Hotel,Hotel|Conference center|Wedding venue,https://www.ihg.com/holidayinn/hotels/gb/en//riyadh/ruhol/hoteldetail,4.0,4291.0,,['https://lh5.googleusercontent.com/p/AF1QipNXnJ37xuM1OiTk-oMXOepWxDlSp3MgAARp1--f=w408-h306-k-no'],ChIJm9q-xL7iLj4RlzHXGqMfcZ0,46.6905197,24.6803592,Al Olaya,Riyadh,3393.0,https://lh6.googleusercontent.com/-Y8VNqNNvwdc/AAAAAAAAAAI/AAAAAAAAAAA/NmO8EuZe9NA/s44-p-k-no-ns-nd/photo.jpg,"Relaxed hotel featuring polished rooms & suites, as well as casual dining, a fitness room & a pool.",,,,Claimed business,,SA|11547|Riyadh|Olaya St|Al Olaya,,,SAR 798.75,open,,https://www.google.com/maps/place/?q=place_id:ChIJm9q-xL7iLj4RlzHXGqMfcZ0,[],
MAMO Michelangelo,+966 9200 00874,Restaurant,Restaurant|Italian restaurant,https://mamo-michelangelo.com/riyadh/,3.8,4276.0,1: 12:30 PM–12:30 AM|2: 12:30 PM–12:30 AM|3: 12:30 PM–12:30 AM|4: 12:30 PM–12:30 AM|5: 12:30 PM–12:30 AM|6: 12:30 PM–12:30 AM|7: 12:30 PM–12:30 AM,['https://lh5.googleusercontent.com/p/AF1QipMxf-8L3K-4wbthI6klq-rR2cKJDiFJKcnoZ9cP=w408-h535-k-no'],ChIJBTLTVrwDLz4R-ZkO2YYQP9U,46.6849989,24.6897082,Al Olaya,Riyadh,4558.0,https://lh5.googleusercontent.com/-07XFbOMwDgg/AAAAAAAAAAI/AAAAAAAAAAA/pLwvjSmXCR8/s44-p-k-no-ns-nd/photo.jpg,"Elevated French & Italian classics are served in this airy, upscale restaurant with a bar.",,12212.0,$$$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|King Fahd Rd|Al Olaya,http://www.sevenrooms.com/reservations/mamoriyadh,sevenrooms.com,,open,,https://www.google.com/maps/place/?q=place_id:ChIJBTLTVrwDLz4R-ZkO2YYQP9U,[],
Vidro | ڨيدرو,+966 55 535 1612,Restaurant,Restaurant|Catering food and drink supplier,http://reach.link/vidro,4.8,4213.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipNZsUBmfubLgabw6cFvRnA5Am0Mfll-CpcBr_Xs=w408-h408-k-no'],ChIJYysdLOgDLz4RAakpoNYsaNw,46.6863305,24.6977207,Al Olaya,Riyadh,2264.0,https://lh6.googleusercontent.com/-YRfH6xG1yIQ/AAAAAAAAAAI/AAAAAAAAAAA/FVeYWJazXJc/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|12241|Riyadh|Heights Building،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJYysdLOgDLz4RAakpoNYsaNw,[],
Paul Bakery & Restaurant,+966 11 416 9125,Bakery,Bakery|French restaurant|Cafe,http://paularabia.com/?y_source=1_ODI2MTQ5MTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.2,4210.0,1: 8 AM–12 AM|2: 8 AM–12 AM|3: 8 AM–12 AM|4: 8 AM–12 AM|5: 8 AM–12 AM|6: 8 AM–12 AM|7: 8 AM–12 AM,['https://lh5.googleusercontent.com/p/AF1QipNn8barKxT1rJLtshlSTg-jKkSrlcdk7zhhreET=w408-h306-k-no'],ChIJSyzNEjwDLz4RYQFqWPORTwQ,46.6865152,24.6972947,Al Olaya,Riyadh,2649.0,https://lh3.googleusercontent.com/-ajmmtQmdz14/AAAAAAAAAAI/AAAAAAAAAAA/8TODGHu_E-Y/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,$$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|طريق الأمير محمد بن سعد بن عبدالعزيز|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJSyzNEjwDLz4RYQFqWPORTwQ,[],
Hyatt Regency Riyadh Olaya,+966 11 288 1234,Hotel,Hotel,https://www.hyatt.com/en-US/hotel/saudi-arabia/hyatt-regency-riyadh-olaya/ruhhr/?src=corp_lclb_gmb_seo_ruhhr,4.4,4169.0,,['https://lh5.googleusercontent.com/p/AF1QipOPoqnH6A8JvHnc4RgQNWIsTAT8oAcGNmYsfnbo=w408-h513-k-no'],ChIJR61r3joDLz4RDKQ0LGia3go,46.6823696,24.6983705,Al Olaya,Riyadh,5069.0,https://lh3.googleusercontent.com/-E9G5HBTYhyQ/AAAAAAAAAAI/AAAAAAAAAAA/7iVphVBttcQ/s44-p-k-no-ns-nd/photo.jpg,"Polished business hotel featuring 2 restaurants, plus an indoor pool, a spa & a gym.",,,,Claimed business,,SA|11433|Riyadh|Olaya St|Al Olaya,,,SAR 1102.50,open,,https://www.google.com/maps/place/?q=place_id:ChIJR61r3joDLz4RDKQ0LGia3go,[],
برج المملكة,,Tourist attraction,Tourist attraction,https://kingdomcentre.com.sa/ar/home/,4.6,4166.0,,[],ChIJ3bW-T7gDLz4RVWNuid92vZs,46.6745095,24.7114635,Al Olaya,Riyadh,3521.0,,,,,,Claim this business,,SA|Riyadh|Kingdom Centre، الزمان تريدنك كو.ل تي دي، مخرج 4، العليا، العليا، برج المملكة،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ3bW-T7gDLz4RVWNuid92vZs,[],
